cid,boro,x,y
303975,staten island,-8256566.81,4946444.52
3881944,manhattan,-8236730.17,4973847.09
3472771,queens,-8216112.57,4969165.48
3197052,brooklyn,-8225328.43,4963120.49
122485,brooklyn,-8237151.66,4953553.54
4048706,brooklyn,-8228201.31,4968066.54
3426511,,-8219035.82,4975217.94
4332722,queens,-8228469.04,4979389.25
3666839,brooklyn,-8235605.73,4965170.12
189806,brooklyn,-8235224.00,4966018.63
71531,manhattan,-8229390.46,4992600.58
3467326,brooklyn,-8240499.89,4955595.86
3654040,,-8224287.32,4986313.29
3697743,bronx,-8228354.38,4989332.67
79996,bronx,-8227479.91,4986426.04
4478616,brooklyn,-8236356.58,4957096.58
4351786,,-8210910.06,4977799.56
3491989,,-8229136.40,4960928.87
3825632,,-8226889.30,4976392.35
3409822,,-8230388.74,4987190.08
3277102,staten island,-8253884.29,4945082.60
3146578,manhattan,-8237025.54,4970103.90
202613,queens,-8209688.65,4954491.68
4533995,queens,-8212436.80,4965396.62
3666144,brooklyn,-8234276.02,4959760.72
3445316,,-8219480.54,4992534.92
58743,manhattan,-8233880.55,4982851.05
4021747,,-8220341.04,4969367.26
4621159,brooklyn,-8226464.73,4963984.59
4462012,staten island,-8260977.11,4942562.97
4466362,brooklyn,-8227940.50,4963677.61
3216475,staten island,-8261551.57,4946263.42
4361025,bronx,-8229453.66,4987507.86
4134803,,-8231356.66,4967609.02
273979,queens,-8229269.17,4978674.79
3254330,brooklyn,-8233844.89,4954606.02
246648,queens,-8219063.57,4976221.26
4287065,queens,-8218652.33,4972345.70
4077086,,-8253701.71,4956886.41
3817643,manhattan,-8231768.55,4981554.09
3214038,manhattan,-8232334.65,4978300.13
3563730,brooklyn,-8233480.08,4962207.80
3420465,brooklyn,-8228032.11,4968078.28
3994017,bronx,-8218536.55,4995505.42
3518275,,-8248939.02,4955040.09
4035884,bronx,-8222522.91,4985362.00
167062,brooklyn,-8223076.75,4966227.20
3280318,manhattan,-8230953.12,4985151.60
176927,brooklyn,-8235755.25,4964874.88
4034638,brooklyn,-8233120.52,4968955.49
3893358,,-8230027.51,4992716.56
4202275,brooklyn,-8234271.56,4956470.63
3135307,manhattan,-8235539.89,4979096.96
212166,queens,-8211057.71,4970165.10
3918238,,-8231448.50,4976546.51
4619278,queens,-8214127.75,4967234.33
4037158,bronx,-8225455.73,4985507.91
3963372,,-8237283.87,4963642.62
4054272,queens,-8221228.71,4963395.18
1007746,manhattan,-8235709.59,4980677.10
2828300,queens,-8213908.09,4977713.84
304955,manhattan,-8232300.23,4986866.36
2965454,,-8238433.19,4961584.45
3596141,,-8215499.76,4969396.04
340855,bronx,-8222883.94,4992186.44
4549386,queens,-8214788.43,4976287.27
3889705,brooklyn,-8237984.63,4955031.73
3750055,,-8234375.09,4965610.20
3331193,brooklyn,-8235345.17,4966236.64
256654,queens,-8222501.74,4974933.75
3372455,,-8237543.24,4966949.52
353248,queens,-8220146.48,4977311.57
3359690,queens,-8210547.02,4962160.84
86292,bronx,-8229172.04,4988745.56
3179261,brooklyn,-8232006.52,4970257.48
3919975,,-8224783.80,4972357.45
3478655,queens,-8218971.81,4975749.87
4082205,brooklyn,-8229951.26,4961822.90
4329669,queens,-8209310.40,4964940.11
4442847,queens,-8218273.17,4966716.81
4057051,manhattan,-8237166.98,4970745.70
4088031,,-8208711.50,4963259.57
4440383,queens,-8222128.17,4970466.65
128270,brooklyn,-8230588.70,4956804.34
4161196,,-8221315.09,4962342.37
4621882,bronx,-8224602.35,4994123.33
9568,manhattan,-8238150.04,4973186.91
4411057,brooklyn,-8232857.81,4968040.69
4209597,,-8214629.69,4970954.99
4388932,brooklyn,-8233828.51,4957572.82
68879,manhattan,-8230879.99,4989128.97
4289848,queens,-8211146.05,4969161.67
3759956,,-8226907.78,4961854.60
3540161,,-8214496.32,4965308.99
4155307,,-8230856.28,4983630.15
3766950,brooklyn,-8227504.45,4962694.56
4249454,queens,-8222031.32,4969931.33
3834249,,-8228812.46,4989486.88
3896441,queens,-8225999.41,4972090.11
4301662,staten island,-8255568.10,4944711.77
1017334,brooklyn,-8235100.45,4958028.42
4471870,brooklyn,-8239900.99,4957634.43
53754,manhattan,-8235596.43,4979740.93
3798693,bronx,-8226642.84,4992328.84
166948,brooklyn,-8223435.29,4965882.82
221502,queens,-8208333.19,4963326.17
265984,queens,-8222420.51,4972400.83
114926,brooklyn,-8234139.18,4950046.00
3232077,manhattan,-8234387.29,4976392.16
327889,queens,-8226075.90,4968289.69
4189246,,-8231412.88,4980013.88
3650885,,-8232180.98,4986674.59
3814448,brooklyn,-8234813.69,4955222.50
3200619,manhattan,-8238392.48,4976196.23
3468698,manhattan,-8231570.95,4985536.01
3163338,queens,-8225566.27,4972327.84
100305,bronx,-8225386.03,4990222.61
3769352,,-8228448.44,4976744.90
3911892,staten island,-8247786.31,4951706.88
3505705,,-8220165.16,4977400.37
3743036,queens,-8207443.57,4966706.09
170018,brooklyn,-8225105.56,4962316.22
3895419,brooklyn,-8226852.12,4959695.87
2888939,,-8222596.01,4986607.03
235232,queens,-8214650.45,4970309.31
3507641,brooklyn,-8230890.79,4963815.80
3769980,brooklyn,-8230733.83,4950378.89
4418759,brooklyn,-8231727.91,4952192.82
4193568,,-8212084.48,4974749.36
4343897,,-8227951.96,4991947.61
4137070,brooklyn,-8228498.54,4966170.24
4392571,,-8216947.47,4952069.25
3034636,,-8215422.80,4970636.88
4452449,queens,-8210960.71,4971223.92
3979248,,-8238414.88,4971000.96
4221986,,-8228386.66,4989514.84
3813942,brooklyn,-8232409.75,4966346.41
1010184,brooklyn,-8225810.40,4951134.11
4620529,manhattan,-8233722.76,4976382.21
3647516,,-8226965.67,4972038.25
4421264,manhattan,-8231810.29,4986597.21
3864813,queens,-8225796.81,4975186.05
3316284,manhattan,-8232097.24,4983082.28
166978,brooklyn,-8222372.64,4963708.46
315522,manhattan,-8234184.26,4976760.36
203615,queens,-8214153.35,4952406.88
4093641,queens,-8221869.46,4975663.03
4555469,brooklyn,-8228384.99,4962756.20
3631599,brooklyn,-8231307.13,4956132.59
3929207,manhattan,-8234811.46,4981539.39
3377102,queens,-8212620.37,4963481.97
4404463,,-8236233.01,4950397.21
3727338,queens,-8211353.11,4964320.11
3139473,manhattan,-8238150.04,4973186.91
3691744,manhattan,-8232459.84,4981575.27
276632,queens,-8229810.96,4977123.28
4424300,bronx,-8223278.10,4988778.66
64923,manhattan,-8232383.63,4983625.75
3733772,manhattan,-8235087.54,4973148.23
3438198,brooklyn,-8235265.09,4954251.22
3899208,bronx,-8225359.33,4994212.55
4355715,queens,-8213232.18,4952524.13
3644780,staten island,-8245323.36,4954164.27
3216791,brooklyn,-8228821.87,4963490.45
3366311,queens,-8220860.59,4972370.44
340679,staten island,-8245716.90,4956813.61
4420649,brooklyn,-8228984.56,4957879.38
3678691,brooklyn,-8239310.33,4959477.57
297830,staten island,-8256054.46,4945375.87
169108,brooklyn,-8225580.62,4962310.38
4223379,manhattan,-8237602.24,4976112.10
4044359,,-8234539.84,4974530.73
3250427,brooklyn,-8227736.97,4963351.65
4520140,,-8235510.55,4967701.96
4273587,queens,-8224912.93,4971425.74
3584702,,-8230006.25,4989863.16
4195401,manhattan,-8236711.69,4976228.05
4491695,brooklyn,-8226051.07,4964065.31
4065640,queens,-8209677.75,4953930.41
102453,bronx,-8224883.66,4991626.91
136333,brooklyn,-8230132.45,4961393.44
3596005,brooklyn,-8231653.33,4970404.23
3332298,manhattan,-8234459.65,4977533.34
4406525,manhattan,-8231577.63,4983175.72
4534364,queens,-8224948.56,4974707.34
3663009,brooklyn,-8234636.69,4954811.92
4094686,brooklyn,-8232333.49,4972760.99
4149020,brooklyn,-8233161.71,4962813.43
4102245,manhattan,-8233108.72,4976900.09
4364081,brooklyn,-8228250.74,4965329.10
3164790,manhattan,-8238424.15,4975373.43
4265990,manhattan,-8234134.64,4976131.06
4063392,brooklyn,-8228590.49,4962296.87
1021324,queens,-8227752.74,4969985.62
189331,brooklyn,-8235494.13,4966037.22
2998234,,-8217667.91,4969623.72
4108550,manhattan,-8237477.57,4976415.86
3530132,,-8235867.89,4978198.76
1012058,manhattan,-8236189.39,4976423.25
3419465,brooklyn,-8229042.33,4964334.64
3718386,manhattan,-8236820.22,4971736.54
3158720,manhattan,-8231178.66,4980984.26
12309,manhattan,-8236280.90,4971310.38
166591,brooklyn,-8223233.31,4963758.11
239028,queens,-8228191.90,4971781.61
4311804,,-8236048.22,4970824.42
3944949,,-8224035.74,4967154.75
183764,brooklyn,-8230840.74,4968050.37
4565795,bronx,-8217631.53,4989684.66
3169694,manhattan,-8235619.92,4975009.88
3683252,brooklyn,-8230610.27,4971520.92
4147062,,-8254683.11,4954826.44
195533,brooklyn,-8233475.75,4969445.19
293505,staten island,-8250557.91,4947779.89
4650,manhattan,-8238531.08,4971610.80
202414,queens,-8210695.65,4953644.56
4255200,manhattan,-8235392.55,4976708.60
160989,brooklyn,-8228974.03,4964328.52
4025029,,-8236613.73,4971771.36
4394979,,-8229632.88,4988955.67
3475099,brooklyn,-8232605.11,4967750.71
3757,manhattan,-8238246.38,4972286.14
4390264,queens,-8210258.28,4953493.64
3367796,queens,-8209261.59,4961990.43
3662085,,-8217179.57,4968450.80
4574031,bronx,-8222167.80,4995667.25
3981457,brooklyn,-8237351.77,4959258.26
3344669,brooklyn,-8225978.60,4963695.32
4275975,brooklyn,-8228078.86,4968367.40
3215115,queens,-8219778.77,4965441.23
157326,brooklyn,-8238300.56,4959744.39
3620554,,-8228125.06,4977866.29
4476737,,-8222195.63,4986680.18
3172057,brooklyn,-8236569.73,4952263.41
3664185,bronx,-8225676.59,4990973.69
4097132,brooklyn,-8232047.40,4959853.14
224791,queens,-8208190.94,4963925.57
1012996,bronx,-8226049.46,4986214.89
147929,brooklyn,-8231789.13,4957079.29
358539,manhattan,-8232848.37,4985467.23
3972765,queens,-8215886.59,4964859.82
16284,manhattan,-8235550.68,4971874.28
3574575,,-8232434.79,4965121.39
3195864,brooklyn,-8235514.76,4965343.00
3241877,brooklyn,-8237260.33,4963065.04
4578477,brooklyn,-8236756.22,4958917.33
4379028,manhattan,-8236411.13,4971412.52
4441888,queens,-8209443.98,4963260.30
3228727,manhattan,-8239131.71,4970429.52
3768621,manhattan,-8231263.27,4988939.48
3638781,queens,-8212512.39,4970617.92
4140063,bronx,-8228052.14,4986444.21
3983996,,-8227010.75,4974818.86
3308568,manhattan,-8234810.92,4981539.68
163162,brooklyn,-8228427.50,4962982.14
3749571,,-8219641.40,4965172.33
4303270,brooklyn,-8231142.37,4971908.55
3991108,queens,-8211770.56,4969757.74
3691383,brooklyn,-8231263.27,4954210.60
2934402,,-8225066.47,4995213.46
281058,queens,-8221506.30,4976591.87
148762,brooklyn,-8233714.91,4956800.47
3997688,manhattan,-8231890.44,4984205.48
4516990,,-8226810.38,4989443.91
112465,bronx,-8224581.73,4992609.86
3143104,manhattan,-8237046.31,4978473.02
3599133,manhattan,-8232679.03,4979485.10
3509923,brooklyn,-8236425.60,4959990.31
252812,queens,-8215436.94,4979765.39
4245918,manhattan,-8231131.24,4981696.72
71635,manhattan,-8229948.35,4989965.16
4623209,bronx,-8223700.67,4993650.76
3149832,,-8234839.35,4970962.41
4024264,bronx,-8222011.95,4986712.69
3886353,,-8213611.78,4952348.80
4257592,,-8218859.38,4970312.44
3344393,,-8232900.41,4978493.26
4077143,brooklyn,-8231663.35,4956974.41
4207159,manhattan,-8236830.80,4977509.72
4360742,,-8229684.09,4988926.24
4228136,queens,-8212913.25,4966135.01
4459115,manhattan,-8235582.91,4978164.07
4587155,queens,-8226283.28,4971792.66
3697666,,-8251143.15,4954892.57
4567558,,-8236652.02,4951635.78
3151,manhattan,-8238285.72,4971962.37
3719245,,-8229836.60,4983051.75
4553104,bronx,-8224635.75,4993448.78
4485685,brooklyn,-8230265.18,4963895.65
2827410,,-8234989.82,4982404.21
3966340,,-8215592.82,4970622.33
260231,queens,-8212805.24,4977776.03
3960427,queens,-8224024.61,4973589.55
3589255,manhattan,-8235508.32,4976063.32
4267584,manhattan,-8237554.82,4971506.82
300198,staten island,-8254341.30,4944389.87
3710382,,-8235275.67,4978830.66
3762051,,-8232356.87,4973073.01
4464291,queens,-8211335.30,4964484.21
4476080,brooklyn,-8236737.85,4964807.27
4523298,queens,-8227700.37,4971568.21
3791838,brooklyn,-8228082.20,4967662.76
4111338,queens,-8214889.73,4980788.37
3966846,,-8227333.47,4989768.39
4303875,bronx,-8229059.59,4984225.34
4026943,staten island,-8250024.39,4957872.63
3925718,manhattan,-8238449.39,4974576.87
4148729,,-8223349.45,4994457.98
3363983,,-8218941.89,4970821.12
4099325,,-8219709.31,4977173.89
4120705,,-8231372.80,4980435.67
3160478,brooklyn,-8236978.21,4963472.28
3359390,bronx,-8229366.03,4986752.47
3424039,queens,-8208218.35,4963143.63
28660,manhattan,-8236505.99,4976599.16
4520020,bronx,-8225506.27,4989961.46
45658,manhattan,-8233669.79,4977094.16
14731,manhattan,-8236271.03,4972980.37
3242524,brooklyn,-8231866.71,4968342.82
4267167,queens,-8217466.33,4968537.58
4254153,,-8208502.77,4963586.11
3509689,manhattan,-8237801.95,4975748.84
3454814,,-8221096.23,4971506.82
3633762,manhattan,-8235158.11,4979792.78
4247679,queens,-8230672.16,4975378.25
363689,queens,-8209840.98,4966079.89
166257,brooklyn,-8222853.40,4962895.08
2988047,,-8233172.01,4968770.15
4609346,bronx,-8222363.72,4996400.86
3297676,brooklyn,-8229002.18,4968353.99
3811072,,-8231455.18,4952549.64
3306303,brooklyn,-8235733.30,4968391.51
3931865,queens,-8220292.06,4971467.60
3540859,bronx,-8224073.59,4988604.00
3890237,brooklyn,-8234459.14,4960596.83
329084,queens,-8207244.41,4976042.63
3731913,,-8236957.70,4967520.92
4580461,,-8230767.23,4989787.08
4181209,queens,-8218881.64,4970329.18
4449269,queens,-8215983.44,4965115.23
276256,queens,-8230528.61,4975497.10
4389705,queens,-8229225.45,4976078.60
4154425,queens,-8215854.42,4972186.62
166005,brooklyn,-8223373.62,4963304.73
4355109,queens,-8211526.77,4970887.14
3126410,brooklyn,-8238669.01,4958011.79
3255835,manhattan,-8236806.28,4970406.62
3810468,brooklyn,-8231875.97,4963037.38
13780,manhattan,-8235773.81,4970677.37
345650,brooklyn,-8232375.33,4964704.42
4339673,brooklyn,-8225825.20,4963491.45
3270738,manhattan,-8237242.50,4976761.77
3574638,brooklyn,-8237211.51,4949652.68
200774,brooklyn,-8232028.63,4973009.49
3193063,brooklyn,-8236243.71,4956225.52
3982295,,-8232912.35,4969316.74
363186,brooklyn,-8230128.93,4957608.35
4442375,,-8238759.97,4973479.36
3931450,manhattan,-8236587.46,4974954.04
3578884,,-8228530.15,4961022.77
3723159,brooklyn,-8232968.57,4959351.12
3641877,,-8216970.29,4968563.43
4182695,brooklyn,-8228547.96,4962244.78
4509589,manhattan,-8237352.89,4971424.27
3297945,staten island,-8249903.10,4948288.31
3180816,queens,-8228052.89,4979219.54
165009,brooklyn,-8226330.92,4964392.68
3857131,,-8222292.92,4971875.50
4383910,bronx,-8228411.71,4988768.06
3805962,brooklyn,-8240699.82,4956781.11
3659488,,-8226995.72,4994151.31
4194610,brooklyn,-8232209.37,4953249.24
3828069,brooklyn,-8227816.82,4960178.84
263013,queens,-8213788.49,4974521.44
3237392,brooklyn,-8236707.09,4953604.62
4305018,bronx,-8227100.36,4994822.67
3757072,manhattan,-8236690.54,4971546.18
3204118,brooklyn,-8230529.69,4959637.51
3332228,manhattan,-8235740.17,4974364.63
53677,manhattan,-8234807.43,4979676.18
3713448,manhattan,-8230938.66,4988061.06
3651548,,-8223397.88,4992470.59
3159005,queens,-8211906.86,4977247.66
4311215,,-8237495.38,4953119.34
157332,brooklyn,-8239915.46,4959687.77
4473874,brooklyn,-8226271.03,4964620.12
4483367,,-8225810.73,4979096.43
105610,bronx,-8221730.53,4990928.24
4604995,,-8224560.50,4996815.40
3722666,brooklyn,-8231960.57,4981421.03
3386678,manhattan,-8231090.24,4989366.20
3587683,manhattan,-8236690.54,4976699.49
2817240,bronx,-8226391.61,4985985.14
3523133,bronx,-8222172.25,4991089.52
4534865,queens,-8228834.28,4976517.41
3438853,queens,-8210649.57,4953243.66
4048422,queens,-8226523.73,4968789.12
3262857,,-8252808.61,4949563.33
325760,brooklyn,-8231843.95,4962692.35
4328365,,-8229274.43,4986709.89
3960164,manhattan,-8237608.92,4976846.45
3927993,manhattan,-8237536.57,4975483.17
4586507,brooklyn,-8224914.05,4962423.96
3529226,brooklyn,-8236608.16,4966598.04
3903275,manhattan,-8235597.38,4972971.65
3567239,queens,-8230835.13,4976618.22
3003917,,-8225065.39,4966877.76
997681,queens,-8224854.78,4977693.26
4499299,brooklyn,-8237934.53,4955659.50
165971,brooklyn,-8222164.70,4963747.60
4228677,brooklyn,-8233756.16,4965922.74
3934030,,-8215740.21,4980133.40
4045907,bronx,-8222888.03,4987654.55
74579,bronx,-8229551.18,4985616.04
121947,brooklyn,-8235575.82,4955548.77
4037034,,-8215080.64,4969553.17
4601197,queens,-8207264.34,4966635.62
3470293,manhattan,-8237249.36,4977501.79
4117767,brooklyn,-8227146.00,4965235.15
4147512,queens,-8214930.92,4978576.07
4208016,bronx,-8220273.14,4993078.10
3421520,brooklyn,-8231298.22,4968280.03
3510605,brooklyn,-8230772.79,4961340.73
226055,queens,-8210086.45,4969706.88
3945331,queens,-8217446.74,4963121.91
4127790,,-8222529.58,4974427.73
3962216,bronx,-8220510.25,4993242.68
3283975,brooklyn,-8233321.49,4953272.11
3986470,,-8233592.52,4978253.14
3662104,bronx,-8222704.36,4989405.21
4235673,brooklyn,-8232453.05,4957231.52
49144,manhattan,-8232956.09,4977179.36
4104583,,-8235851.19,4980499.91
4377901,,-8208891.83,4976341.65
58345,manhattan,-8234501.18,4982099.75
3198445,brooklyn,-8239267.08,4961048.64
190869,brooklyn,-8235755.46,4967953.83
4038930,queens,-8215986.22,4963331.92
3750174,,-8231714.56,4953582.04
3580330,queens,-8226362.31,4974180.46
3142656,queens,-8214405.62,4970933.97
112716,bronx,-8225327.37,4993683.57
4354130,brooklyn,-8241054.26,4957765.26
3746430,queens,-8206732.24,4973443.52
3848350,brooklyn,-8235953.60,4960131.16
3235548,queens,-8228346.51,4974755.59
3363154,brooklyn,-8231665.04,4970509.22
3622664,brooklyn,-8231988.40,4967513.14
3382322,brooklyn,-8232643.13,4968394.84
3448699,manhattan,-8231768.55,4987423.27
3987375,brooklyn,-8228183.50,4963400.75
4470436,queens,-8216455.56,4964134.05
3967588,,-8235474.93,4951009.00
3384603,bronx,-8226331.33,4989420.79
4402511,brooklyn,-8230475.12,4953199.39
191775,brooklyn,-8235236.48,4965905.00
4298909,,-8228407.92,4961538.97
4395124,brooklyn,-8231413.55,4965838.47
163744,brooklyn,-8225742.78,4962589.71
3331245,queens,-8212540.00,4969946.13
3428843,,-8225255.80,4978315.90
4201232,,-8209309.28,4976256.41
4118771,brooklyn,-8231797.49,4958071.53
4266530,queens,-8214600.30,4973767.32
3131798,brooklyn,-8236911.73,4967039.99
4456275,brooklyn,-8226245.43,4964978.27
4368335,,-8226621.69,4989894.51
3811861,queens,-8210353.46,4964951.12
4534639,brooklyn,-8229975.75,4963611.36
3214021,manhattan,-8237078.88,4978372.16
3915700,,-8238171.09,4973282.06
4623728,,-8230813.98,4990241.07
2849155,,-8232558.59,4977399.55
3354938,brooklyn,-8224824.40,4964687.73
4535383,brooklyn,-8223325.52,4960792.27
43889,manhattan,-8236298.20,4976975.08
93287,bronx,-8228804.19,4989782.42
3259633,,-8213254.00,4977946.32
4014524,queens,-8221453.13,4968278.86
4190616,queens,-8218267.16,4977644.79
4223837,queens,-8226689.59,4975081.73
335509,manhattan,-8232493.55,4978012.97
4557560,brooklyn,-8237722.47,4954814.27
4289818,,-8254325.77,4954861.19
176735,brooklyn,-8235221.00,4965208.76
4562120,manhattan,-8237159.19,4975037.50
3834904,,-8219142.13,4977205.79
3719959,bronx,-8223970.06,4994951.06
246604,queens,-8218680.61,4977283.81
3587501,,-8220848.66,4972263.00
3017732,,-8207278.01,4968284.22
3952165,,-8232754.28,4979771.02
4305148,brooklyn,-8233137.22,4958767.41
4521063,bronx,-8221364.63,4990517.01
3794695,manhattan,-8232389.15,4983749.56
3179574,manhattan,-8231327.60,4981928.70
3267188,,-8237543.24,4966949.52
3102578,,-8227864.37,4978392.51
4557770,staten island,-8246679.68,4958941.39
3402062,queens,-8223532.70,4977396.55
3826442,queens,-8224407.54,4973416.63
4357969,queens,-8227333.02,4979533.32
162227,brooklyn,-8227217.62,4963451.40
3443346,brooklyn,-8239807.48,4959872.95
260828,queens,-8210756.64,4977298.99
3341037,queens,-8223353.46,4972728.04
996785,bronx,-8226630.61,4996632.84
3948080,staten island,-8248703.02,4955340.70
165849,brooklyn,-8224352.25,4965125.03
3078763,,-8210691.84,4977497.43
32139,manhattan,-8234082.93,4976943.86
4103644,,-8210127.48,4969214.83
4517835,brooklyn,-8231692.29,4970733.07
4462872,,-8222025.31,4986750.94
3921308,brooklyn,-8231162.97,4966317.05
4376498,brooklyn,-8225623.15,4962661.25
3471889,manhattan,-8239078.34,4970715.74
3391148,manhattan,-8235414.58,4980510.79
3762627,,-8226995.72,4994151.31
3699120,queens,-8208805.00,4966395.29
3158196,manhattan,-8235914.27,4971163.59
33315,manhattan,-8235002.77,4975278.73
3361153,manhattan,-8235420.01,4977817.21
4405971,,-8228677.09,4967038.77
3990257,queens,-8216582.90,4977891.57
4344378,queens,-8210414.68,4971697.47
4533396,queens,-8210962.38,4954449.45
3247965,queens,-8214385.56,4974305.52
4563171,,-8226802.69,4965353.17
3307194,manhattan,-8236210.20,4971491.79
4115317,,-8229743.09,4987488.74
3658719,bronx,-8227102.59,4985521.89
3280328,bronx,-8229213.18,4983943.21
151834,brooklyn,-8231978.16,4955433.43
3453013,manhattan,-8234715.73,4982089.31
4032386,queens,-8224024.61,4973589.55
3281894,,-8219053.50,4972361.80
4204312,queens,-8223984.53,4977497.38
261214,queens,-8211014.82,4973089.54
4379283,brooklyn,-8236226.33,4951357.27
4373826,brooklyn,-8231166.42,4957524.42
4027531,manhattan,-8232720.88,4981108.59
3017418,,-8207243.97,4967284.66
3746594,,-8228432.86,4978588.86
165394,brooklyn,-8222164.70,4963747.60
3369693,,-8212061.59,4974786.23
165410,brooklyn,-8223997.69,4965257.90
4297276,,-8230382.51,4992136.01
3662325,,-8230237.35,4974823.42
4501434,brooklyn,-8232216.61,4954126.15
299246,staten island,-8249184.84,4950075.18
328310,brooklyn,-8240179.96,4955657.33
1015641,queens,-8213866.91,4967869.30
3107588,,-8221517.03,4976861.77
3906039,bronx,-8220384.46,4985743.56
4517551,brooklyn,-8233248.09,4961644.76
3364922,queens,-8211906.79,4969632.08
4437101,,-8229180.92,4979153.61
3544476,,-8237893.90,4965242.93
4344507,brooklyn,-8239186.32,4957876.00
4556020,,-8236306.48,4979878.05
3706863,brooklyn,-8225591.98,4962835.44
4053100,,-8231531.99,4975899.32
3712082,bronx,-8224720.35,4985742.53
165571,brooklyn,-8223997.69,4965257.90
33744,manhattan,-8234749.07,4974522.47
3672308,manhattan,-8236189.60,4976423.21
4010273,queens,-8220816.82,4966453.58
165338,brooklyn,-8223997.69,4965257.90
3121501,,-8252894.30,4954660.31
3229405,staten island,-8247280.33,4952662.27
3557657,,-8226681.25,4971513.87
314050,bronx,-8229824.67,4985109.18
4311527,brooklyn,-8231198.03,4961306.10
124455,brooklyn,-8237068.64,4954170.07
182919,brooklyn,-8230569.90,4966736.83
3384794,queens,-8209458.15,4969532.96
3637839,brooklyn,-8233286.39,4968357.85
3621780,brooklyn,-8236002.58,4966179.05
2809626,queens,-8220459.89,4978931.90
3878611,queens,-8213461.05,4970600.88
3835223,,-8232989.16,4976911.41
300260,staten island,-8254433.70,4946186.24
3620894,,-8228481.84,4978533.01
3165799,staten island,-8250023.80,4957872.69
4333370,,-8233307.54,4967946.13
4194225,,-8214051.49,4963281.00
4315302,brooklyn,-8235811.11,4952233.14
3910061,queens,-8227640.26,4971563.81
4257707,,-8227506.68,4951902.57
4377791,queens,-8221379.65,4968190.90
4359875,,-8232532.09,4985292.42
3735674,,-8228179.05,4989542.80
3232478,brooklyn,-8236339.88,4968751.93
155308,brooklyn,-8232486.91,4963134.58
3849057,queens,-8225074.35,4977742.24
4031980,,-8231653.89,4986879.96
4603862,,-8231424.57,4980204.41
4217341,brooklyn,-8234203.66,4966645.90
92270,bronx,-8228973.51,4990313.32
999629,queens,-8213062.65,4966966.21
3263741,brooklyn,-8235575.82,4955548.77
4332050,brooklyn,-8232527.19,4950196.42
59041,manhattan,-8234293.21,4982477.06
3774308,,-8236853.06,4953724.85
3329003,,-8223769.72,4972691.58
3257744,manhattan,-8234392.31,4975793.19
3687580,brooklyn,-8231106.75,4969079.87
4462863,bronx,-8223504.74,4986166.18
4541415,queens,-8206770.08,4976961.82
3996343,,-8236503.52,4962806.83
3280367,bronx,-8225934.34,4992017.68
3752332,queens,-8221502.11,4973733.82
3297712,brooklyn,-8230821.51,4971449.59
4074811,queens,-8211966.48,4977043.24
3832396,brooklyn,-8232457.06,4954993.75
3144333,staten island,-8248494.66,4955024.10
4455335,manhattan,-8235311.85,4977266.04
3280001,queens,-8217061.54,4967375.66
4270925,brooklyn,-8232373.57,4961218.36
3299495,bronx,-8221269.96,4998280.57
3622271,,-8231545.35,4989932.33
3928344,manhattan,-8231037.73,4984997.95
3887910,queens,-8224078.04,4978171.86
2821164,queens,-8213590.74,4968677.09
3875467,brooklyn,-8239837.54,4960832.47
3398441,queens,-8222981.22,4978294.55
3923553,brooklyn,-8236909.84,4957968.41
3783979,,-8218412.99,4968291.19
7364,manhattan,-8236796.67,4970022.06
165500,brooklyn,-8224291.16,4963422.05
3748703,,-8212863.16,4976742.11
3368188,brooklyn,-8226056.09,4962976.37
3594086,manhattan,-8236136.17,4977723.86
3723583,brooklyn,-8236520.22,4958460.83
108998,bronx,-8227587.76,4994586.47
4375440,bronx,-8217494.60,4985850.80
2825469,manhattan,-8233460.54,4982494.89
3152464,queens,-8223348.57,4972771.58
4572058,queens,-8225013.12,4975770.00
3494101,brooklyn,-8228081.09,4953840.97
4265865,manhattan,-8229707.47,4991151.33
4439259,brooklyn,-8233386.57,4961477.34
3650914,,-8231348.31,4965409.24
35228,manhattan,-8234515.01,4976583.39
3676499,queens,-8228799.10,4974562.76
4305216,brooklyn,-8230201.72,4964777.62
4471279,,-8216689.21,4963284.96
3348467,brooklyn,-8224563.04,4963269.74
3998584,,-8228177.94,4987826.83
1036480,queens,-8211171.91,4976938.29
3078795,,-8208891.20,4976342.28
4025646,,-8226921.14,4990592.95
41394,manhattan,-8235260.18,4977358.09
3735288,,-8209008.16,4965702.54
4470841,,-8235494.32,4967738.17
4120767,brooklyn,-8234713.95,4964826.21
3261183,brooklyn,-8227726.76,4964718.92
4336245,brooklyn,-8235620.09,4954089.93
138261,brooklyn,-8228235.68,4960501.75
3550568,brooklyn,-8234819.26,4950584.09
3635007,brooklyn,-8236159.54,4957906.22
68299,manhattan,-8231441.33,4988340.19
3252938,brooklyn,-8238620.87,4961874.76
3243024,brooklyn,-8236607.90,4966597.10
3606026,manhattan,-8235525.02,4971298.98
3733581,,-8224916.27,4994491.40
3216597,manhattan,-8231011.85,4983345.58
3729953,staten island,-8246858.46,4956958.28
3128984,,-8218684.61,4970690.64
3460931,queens,-8230571.86,4979046.01
261560,queens,-8208988.39,4977620.70
3643967,brooklyn,-8232258.91,4955150.36
3486270,staten island,-8260685.45,4944982.18
4303428,,-8233015.88,4967688.30
328275,brooklyn,-8234150.79,4954561.46
3143972,bronx,-8227141.15,4985755.45
3441187,bronx,-8224879.54,4990596.93
