cid,boro,zipcode,x,y
268554,queens,11412,-8210337.81,4966826.36
3669558,brooklyn,11221,-8229131.94,4966294.59
3225888,manhattan,10038,-8238265.50,4969718.54
4374280,staten island,10306,-8248524.91,4950695.34
114516,brooklyn,11235,-8233183.07,4950874.76
3822431,queens,11436,-8214339.25,4963799.95
4103237,brooklyn,11215,-8236028.19,4963980.77
174479,brooklyn,11213,-8231777.13,4964398.71
34492,manhattan,10016,-8234749.07,4974522.47
1027704,brooklyn,11203,-8231319.14,4960190.94
4082431,bronx,10461,-8218887.21,4989630.80
4092831,brooklyn,11225,-8231257.03,4963026.81
143803,brooklyn,11228,-8238385.80,4957108.39
3198295,bronx,10454,-8227516.83,4983778.51
2984447,brooklyn,11201,-8237078.98,4968315.24
3441855,staten island,10305,-8245248.78,4952461.83
4380920,bronx,10458,-8225403.85,4992494.14
4207038,brooklyn,11213,-8229784.28,4962936.70
3935087,manhattan,10001,-8236954.36,4975039.12
4278012,manhattan,10035,-8230218.42,4982719.56
4449047,queens,11355,-8218296.10,4975030.15
3577665,queens,11435,-8216663.05,4968525.84
23115,manhattan,10010,-8235820.22,4973797.66
3286402,brooklyn,11203,-8229135.90,4960929.06
3223460,manhattan,10021,-8233850.02,4978637.31
3988839,queens,11432,-8214699.37,4969711.77
3597801,brooklyn,11219,-8237074.59,4958768.00
3396603,brooklyn,11214,-8236986.50,4953421.94
275091,queens,11101,-8229903.49,4975972.15
3269257,queens,11104,-8229506.88,4974092.83
3137767,bronx,10457,-8227032.26,4989747.94
3849488,manhattan,10001,-8237285.65,4975936.64
3643571,brooklyn,11206,-8231091.61,4968233.04
3201970,queens,11385,-8225824.54,4968318.00
4281151,queens,11360,-8212755.29,4979468.78
3160798,manhattan,10022,-8234459.65,4977533.34
3171785,staten island,10314,-8252470.26,4954690.40
3298203,bronx,10469,-8219713.55,4992108.80
3354917,brooklyn,11233,-8227192.64,4965048.33
363303,brooklyn,11233,-8227192.23,4964680.49
3581989,brooklyn,11235,-8233033.69,4952004.31
12307,manhattan,10002,-8236115.83,4971458.32
4130442,queens,11101,-8230536.80,4975494.34
3485924,queens,11435,-8215096.78,4966411.00
3956671,manhattan,10032,-8231277.63,4987770.63
240913,queens,11377,-8225964.20,4974753.42
3169952,brooklyn,11201,-8236690.16,4966958.17
4593574,brooklyn,11207,-8225475.10,4963325.61
3613471,manhattan,10035,-8228956.50,4982205.48
4323383,bronx,10475,-8218976.27,4994780.42
298782,staten island,10306,-8249751.15,4950791.38
341774,brooklyn,11208,-8224410.07,4965999.04
299195,staten island,10308,-8255756.49,4947770.38
4609036,bronx,10472,-8223610.50,4987640.27
3861220,queens,11413,-8209715.60,4963893.59
4216606,manhattan,10021,-8232899.00,4978368.08
4315521,brooklyn,11207,-8227054.05,4965541.36
3484279,manhattan,10018,-8236495.73,4975871.40
3766304,queens,11412,-8210438.06,4968823.33
4418072,manhattan,10032,-8229909.40,4989305.88
3537824,manhattan,10024,-8235285.69,4980307.76
3202704,queens,11370,-8225288.67,4977980.61
4474456,queens,11356,-8220208.57,4979740.74
3156188,bronx,10468,-8227455.08,4992500.57
3837401,brooklyn,11237,-8228690.67,4969117.91
329899,brooklyn,11219,-8237547.67,4957664.39
4563148,bronx,10468,-8225950.43,4993001.26
4433542,brooklyn,11236,-8224991.97,4958039.26
4588758,staten island,10305,-8245418.54,4955309.32
2997639,queens,11435,-8217317.38,4968852.10
3182019,brooklyn,11201,-8236101.33,4966579.71
8508,manhattan,10013,-8237393.34,4970661.03
3394313,brooklyn,11221,-8228967.15,4966648.89
4620020,bronx,10456,-8228647.70,4987472.11
4090162,brooklyn,11212,-8228041.01,4961464.87
273932,queens,11370,-8225255.45,4978316.27
3719104,manhattan,10021,-8232851.13,4977959.77
2825788,queens,11418,-8217483.82,4967583.28
4479430,brooklyn,11236,-8227105.93,4960641.73
2824812,staten island,10310,-8250777.09,4959469.36
4472318,queens,11413,-8209423.50,4964986.35
152764,brooklyn,11213,-8229993.71,4963350.06
4504423,brooklyn,11211,-8232577.28,4970670.79
3245071,brooklyn,11230,-8232687.66,4956591.48
3033233,queens,11432,-8212897.12,4971437.36
1020719,brooklyn,11211,-8230824.69,4970334.94
4009659,brooklyn,11214,-8235938.02,4952590.10
3687709,brooklyn,11231,-8237758.09,4964728.74
4339234,queens,11367,-8217176.68,4971903.12
282098,queens,11369,-8222098.27,4977043.00
3175564,queens,11413,-8210019.02,4963179.13
3967513,queens,11427,-8209130.06,4972456.02
4594578,bronx,10460,-8224437.60,4988460.39
40678,manhattan,10019,-8236525.11,4978062.28
34048,manhattan,10022,-8234020.21,4977038.62
3283981,brooklyn,11235,-8233135.27,4951989.62
4623820,manhattan,10027,-8232296.76,4983819.72
4427891,brooklyn,11206,-8231776.89,4968655.35
4075668,manhattan,10019,-8236158.43,4977978.43
3102817,queens,11103,-8227115.17,4978206.30
4438765,bronx,10475,-8218280.52,4995268.80
4443682,brooklyn,11222,-8232786.56,4972281.80
4466960,brooklyn,11224,-8234506.88,4950559.06
3377481,bronx,10468,-8225949.66,4993001.49
4449918,queens,11420,-8216036.32,4963659.50
4099843,manhattan,10019,-8236779.59,4977601.58
4115447,manhattan,10029,-8231539.23,4981547.33
3531021,queens,11106,-8230075.93,4978219.48
3535320,brooklyn,11201,-8236630.42,4966148.22
4578835,brooklyn,11217,-8235801.09,4965722.21
3584630,brooklyn,11232,-8237395.19,4962877.27
3643398,queens,11691,-8210720.81,4953583.07
3569086,brooklyn,11237,-8228570.89,4968758.28
4536386,manhattan,10003,-8235781.06,4973432.35
4600471,bronx,10459,-8225790.13,4985860.95
181473,brooklyn,11238,-8232707.26,4965422.56
3188707,bronx,10471,-8226729.67,4997710.58
3138035,queens,11385,-8226239.28,4969331.37
4521073,brooklyn,11211,-8232138.02,4970450.49
121745,brooklyn,11228,-8238566.89,4955362.59
4112759,queens,11102,-8229180.92,4979153.61
2817472,brooklyn,11238,-8234023.81,4966212.48
4095487,bronx,10454,-8229463.68,4984086.80
4170465,bronx,10469,-8220510.25,4993242.68
4262880,manhattan,10033,-8231009.24,4989968.09
4430347,brooklyn,11215,-8235176.59,4962819.30
3395272,manhattan,10029,-8231453.71,4982122.91
307175,queens,11373,-8223181.13,4973556.01
3604138,brooklyn,11236,-8227989.14,4958726.63
3329993,bronx,10458,-8224855.67,4991480.64
4367212,queens,11427,-8208344.14,4973376.53
37110,manhattan,10016,-8235130.47,4975468.72
85749,bronx,10452,-8229115.07,4988098.14
3745682,queens,11101,-8231377.26,4975488.75
3677596,queens,11412,-8211684.28,4967794.90
30664,manhattan,10036,-8236767.55,4976874.29
3722448,brooklyn,11207,-8226567.14,4963964.63
4527592,queens,11354,-8218936.19,4977439.47
4326727,manhattan,00083,-8233671.55,4979565.22
3512865,brooklyn,11221,-8229951.92,4967050.51
996457,queens,11693,-8216731.80,4951678.86
3766638,bronx,10455,-8226124.09,4984990.01
3292059,manhattan,10023,-8235596.43,4979740.93
259742,queens,11358,-8213782.36,4976706.25
3965122,manhattan,10016,-8234853.21,4974960.36
347574,manhattan,10001,-8236752.41,4975404.48
3314395,queens,11691,-8210196.91,4952805.34
3654544,bronx,10463,-8226995.72,4994151.31
3886677,queens,11367,-8218160.29,4974116.99
4590888,queens,11377,-8226116.30,4975095.25
3519308,bronx,10451,-8229397.33,4986977.05
32287,manhattan,10017,-8233926.17,4976012.84
4302224,bronx,10453,-8226843.21,4990943.81
310314,brooklyn,11230,-8233177.68,4958309.14
4015722,queens,11432,-8214977.67,4969591.35
3283029,queens,11414,-8219815.98,4962199.20
4294697,manhattan,10075,-8233303.08,4979204.18
4556610,brooklyn,11209,-8240495.44,4956120.86
3676305,manhattan,10002,-8236770.13,4971092.32
4535976,queens,11379,-8222456.11,4970875.97
3395942,bronx,10456,-8227229.29,4986080.16
195927,brooklyn,11211,-8233106.33,4969499.44
4088781,queens,11415,-8219993.73,4969519.39
3914964,queens,11435,-8215598.83,4966600.38
4437845,brooklyn,11224,-8235712.04,4950127.54
3494266,brooklyn,11222,-8231017.70,4971507.40
3530962,brooklyn,11226,-8233776.19,4960947.21
22858,manhattan,10003,-8236518.43,4973249.36
1011292,brooklyn,11238,-8232716.41,4964787.19
4266953,bronx,10475,-8218217.07,4993087.67
3460510,brooklyn,11210,-8230960.92,4957265.69
3978306,queens,11432,-8214208.45,4971001.99
4613793,manhattan,10018,-8237408.55,4976261.70
4075766,brooklyn,11209,-8240090.23,4956610.69
3883506,brooklyn,11218,-8234487.52,4959910.21
4438908,brooklyn,11220,-8238769.99,4959313.56
4199142,queens,11378,-8227821.71,4970826.48
1025475,brooklyn,11229,-8232578.64,4953378.40
4224962,brooklyn,11225,-8232453.05,4963607.98
4405113,manhattan,10009,-8236057.13,4971571.15
3729969,queens,11103,-8228121.61,4976076.69
3735318,brooklyn,11207,-8227220.59,4965666.72
4223470,queens,11371,-8224158.19,4978581.22
4397365,queens,11435,-8216512.77,4968304.70
4384134,queens,11101,-8230070.81,4973842.54
58314,manhattan,10025,-8233816.07,4982218.17
4587189,staten island,10304,-8246210.02,4956475.76
4218240,queens,11385,-8226533.75,4968264.91
180562,brooklyn,11216,-8232565.23,4966104.24
3438336,brooklyn,11236,-8226469.18,4961185.64
235918,queens,11423,-8213000.96,4972021.45
4123023,queens,11413,-8211638.09,4963323.56
4066098,brooklyn,11220,-8238560.70,4959415.23
3536369,staten island,10305,-8247371.09,4952374.60
2828741,brooklyn,11222,-8231045.23,4972006.53
4566104,queens,11101,-8232329.04,4975619.38
4167589,queens,11385,-8226401.83,4967380.42
2913852,bronx,10464,-8217060.44,4995769.39
286348,staten island,10310,-8251767.54,4958976.73
3602608,manhattan,10006,-8239244.21,4969789.02
2946759,brooklyn,11209,-8240281.90,4954242.32
4574367,queens,11355,-8216545.72,4976155.01
4539417,queens,11413,-8208846.75,4964727.27
3977244,queens,11420,-8215521.47,4964100.54
3233694,brooklyn,11236,-8227818.93,4960445.77
4000004,queens,11419,-8219145.47,4966748.08
3896071,queens,11418,-8217248.03,4968651.53
3442335,bronx,10469,-8220210.80,4992326.19
303803,staten island,10307,-8265400.69,4940340.83
4532595,queens,11417,-8220164.60,4963988.99
4139991,brooklyn,11219,-8236662.71,4958572.75
4568361,brooklyn,11235,-8232020.68,4951956.81
3693361,brooklyn,11237,-8228397.23,4968036.88
3710487,bronx,10457,-8226910.01,4989408.89
3685189,queens,11418,-8219408.19,4969303.96
3474964,brooklyn,11203,-8231070.02,4961032.89
3437859,bronx,10461,-8219272.82,4990995.33
4194846,bronx,10458,-8226042.83,4991676.04
3495226,queens,11436,-8214456.70,4965154.42
4088716,staten island,10308,-8254739.88,4948573.21
3617218,bronx,10471,-8226364.54,4998555.78
4562475,queens,11367,-8217571.41,4971523.12
999580,queens,11414,-8219955.48,4962935.76
326737,brooklyn,11208,-8223061.61,4965609.90
3481434,brooklyn,11213,-8230619.17,4963263.68
243249,queens,11101,-8230556.83,4974811.90
4017314,bronx,10472,-8224259.04,4987466.67
3356295,brooklyn,11213,-8229885.37,4964875.99
4364490,queens,11377,-8226512.60,4973310.12
94426,bronx,10453,-8227669.43,4991084.81
4477489,bronx,10459,-8225943.75,4986143.23
4295956,bronx,10470,-8221018.98,4997843.51
4300632,brooklyn,11203,-8231447.39,4960424.00
4182629,queens,11367,-8219299.09,4972929.93
352065,queens,11379,-8226576.54,4970056.50
4116247,brooklyn,11212,-8228695.57,4962695.44
2914241,bronx,10464,-8217225.69,4994946.53
3439856,bronx,10456,-8227454.36,4988208.20
4426743,bronx,10466,-8220191.88,4996399.68
3737315,queens,11368,-8221022.32,4973743.37
3482738,staten island,10314,-8256098.42,4952157.05
4346385,brooklyn,11216,-8232106.40,4965048.00
328760,bronx,10474,-8225439.22,4985644.04
3869442,queens,11432,-8213117.08,4969454.05
3765721,manhattan,10013,-8238145.48,4971350.83
3814720,queens,11101,-8229383.53,4974913.34
3145322,manhattan,10010,-8235248.65,4973595.51
4250686,brooklyn,11235,-8231221.41,4952582.04
337936,queens,11354,-8218932.13,4978145.58
39584,manhattan,10019,-8235831.26,4977073.01
149867,brooklyn,11210,-8231889.77,4957780.65
3768359,manhattan,10031,-8232002.87,4987599.08
4166695,bronx,10454,-8229768.69,4984251.67
4405335,queens,11377,-8226881.73,4974447.27
3582761,bronx,10465,-8218004.00,4986985.00
3599001,manhattan,10034,-8229547.17,4992530.06
195001,brooklyn,11211,-8232603.49,4969747.49
4262913,manhattan,10031,-8231755.74,4986696.51
58617,manhattan,10024,-8233970.03,4981191.93
1024403,brooklyn,11210,-8232205.82,4957019.14
3810489,brooklyn,11230,-8233448.47,4957197.35
4539594,brooklyn,11212,-8229217.66,4963237.56
26290,manhattan,10001,-8236598.51,4975681.95
3849281,bronx,10457,-8226522.61,4990125.55
2867336,manhattan,10027,-8233110.94,4985911.72
4012282,staten island,10312,-8256995.21,4947232.76
331863,manhattan,10022,-8233922.49,4977233.83
4502799,queens,11354,-8218126.23,4979030.28
172883,brooklyn,11238,-8234075.13,4965283.34
3611217,staten island,10314,-8255069.94,4955654.51
102428,bronx,10460,-8224317.28,4988789.40
4480515,queens,11435,-8215703.47,4967470.56
3879877,queens,11101,-8232277.83,4974402.46
4400676,brooklyn,11239,-8225022.58,4960598.01
4371841,staten island,10305,-8245252.12,4953141.33
3611073,brooklyn,11201,-8235920.21,4967609.46
3288274,brooklyn,11216,-8232206.98,4966488.85
3953401,queens,11385,-8228458.02,4969930.30
3771702,brooklyn,11226,-8231729.47,4961262.96
4332852,manhattan,10001,-8237069.02,4975579.56
3867229,queens,11413,-8211036.96,4963235.06
4533839,brooklyn,11229,-8231069.57,4953648.02
3237676,queens,11362,-8208350.01,4978099.66
3174534,manhattan,10013,-8237485.30,4970702.94
3046247,queens,11378,-8229164.28,4973128.25
3637385,queens,11385,-8223328.19,4968590.30
3980717,brooklyn,11225,-8233338.71,4963986.06
3634535,manhattan,10069,-8236325.85,4979954.49
4431942,manhattan,10022,-8233974.34,4977141.85
4473435,queens,11361,-8212322.70,4977968.88
4441070,brooklyn,11228,-8238515.06,4956944.49
3853902,brooklyn,11233,-8229030.64,4963549.13
3589191,brooklyn,11209,-8240561.12,4956670.82
4201475,queens,11378,-8225527.42,4971049.73
4530973,manhattan,10027,-8231947.21,4983625.00
107863,bronx,10468,-8226389.83,4993135.35
3324353,queens,11105,-8228224.10,4978812.21
3376780,brooklyn,11201,-8237370.98,4966429.93
4490927,bronx,10471,-8224983.07,4998113.92
2960126,brooklyn,11236,-8225421.21,4957573.25
4159905,manhattan,10040,-8229704.79,4990789.28
3535951,bronx,10464,-8214070.42,4990365.43
314694,brooklyn,11208,-8223302.91,4965833.47
4624358,queens,11365,-8213489.89,4973057.44
4026634,bronx,10471,-8224119.78,4998036.74
4389297,bronx,10462,-8223401.22,4992258.92
4382628,queens,11426,-8207213.58,4974200.73
3475802,queens,11385,-8221859.44,4969014.23
3818670,bronx,10463,-8227469.39,4995454.33
4107509,manhattan,10029,-8231663.35,4981745.83
4246716,brooklyn,11221,-8228239.16,4967278.67
178969,brooklyn,11217,-8234721.57,4965703.40
3677162,manhattan,10003,-8236884.79,4973565.16
3667185,manhattan,10025,-8234289.38,4982112.11
4017698,queens,11101,-8232546.11,4974305.49
4046288,brooklyn,11225,-8232664.11,4963806.12
4240920,brooklyn,11210,-8232598.43,4957676.96
3774746,brooklyn,11211,-8232292.30,4969921.34
3829830,brooklyn,11223,-8235296.82,4953315.21
3287258,manhattan,10038,-8237827.82,4969590.38
10443,manhattan,10014,-8237830.70,4973411.12
4000468,queens,11364,-8210792.50,4975606.89
3974743,brooklyn,11214,-8237041.19,4952427.38
4475637,staten island,10301,-8248094.11,4960149.64
3897756,staten island,10305,-8246295.18,4953402.30
3634577,queens,11435,-8217283.10,4968784.13
4090562,brooklyn,11224,-8235372.96,4950505.67
3428636,queens,11434,-8213374.67,4965927.73
189414,brooklyn,11201,-8236757.61,4966774.41
725434,brooklyn,11208,-8223398.01,4964192.23
255169,queens,11373,-8224791.70,4974932.62
3189736,bronx,10466,-8219691.22,4994844.23
3883885,queens,11375,-8221332.34,4971424.27
4491321,brooklyn,11216,-8231786.91,4964267.86
3248496,queens,11417,-8220190.93,4964338.06
3448914,bronx,10454,-8227894.07,4983577.50
4545862,bronx,10475,-8218420.78,4995437.54
4046752,queens,11428,-8207955.64,4971498.44
3590029,manhattan,10001,-8237163.64,4975411.46
3849830,queens,11436,-8214285.26,4963522.86
4420520,manhattan,10018,-8235859.65,4975872.87
3468487,manhattan,10007,-8238672.02,4970471.05
1035612,bronx,10471,-8227424.00,4997211.71
4511006,brooklyn,11212,-8227504.45,4962694.56
3742143,manhattan,10065,-8233470.51,4977462.98
4409495,queens,11367,-8218108.42,4972892.02
3463305,queens,11001,-8205014.58,4973110.03
3818474,staten island,10301,-8246460.60,4959889.52
174777,brooklyn,11213,-8231468.94,4964375.94
3309250,brooklyn,11223,-8234985.59,4954199.52
3167704,brooklyn,11230,-8234508.86,4958138.15
3159532,brooklyn,11219,-8237579.35,4958635.49
231410,queens,11419,-8217026.36,4966730.42
4310849,queens,11103,-8228433.97,4977734.45
98177,bronx,10469,-8219973.27,4994704.52
4416859,staten island,10310,-8249837.37,4957535.28
4569887,brooklyn,11219,-8236571.43,4958902.22
298733,staten island,10306,-8249024.46,4949999.34
3208018,queens,11375,-8220443.79,4971858.48
3325584,brooklyn,11216,-8232421.82,4964050.59
4277965,bronx,10452,-8228152.33,4989408.89
4146372,brooklyn,11232,-8237811.52,4961896.27
3475466,manhattan,10025,-8234557.66,4982001.09
4228401,staten island,10310,-8251501.60,4958085.32
11961,manhattan,10014,-8238361.36,4973884.10
3609476,bronx,10463,-8227221.70,4994187.23
3407984,manhattan,10022,-8234874.92,4976783.70
4388881,bronx,10473,-8222255.74,4985877.86
4462164,brooklyn,11211,-8232282.29,4970459.74
3282029,staten island,10305,-8246303.16,4950478.06
3451490,queens,11385,-8225620.48,4967888.43
40363,manhattan,10022,-8234280.46,4977434.05
4516891,bronx,10459,-8226488.11,4986425.09
3513655,queens,11428,-8207746.36,4971525.62
3534823,manhattan,10012,-8237228.21,4971415.46
200535,brooklyn,11222,-8231045.23,4972006.53
3945905,queens,11102,-8228615.98,4978068.09
4517731,queens,11356,-8219729.90,4981301.20
62111,manhattan,10035,-8230961.12,4983438.39
3856788,queens,11371,-8223701.78,4978713.80
4114252,manhattan,10022,-8234145.77,4977255.76
3953391,queens,11378,-8228617.65,4972896.58
3879120,queens,11420,-8216777.71,4965403.08
785,manhattan,10013,-8237715.81,4971252.42
1007843,bronx,10466,-8218485.79,4995539.85
3294509,bronx,10456,-8227576.11,4987914.95
3521750,staten island,10314,-8250631.08,4955000.50
3772472,brooklyn,11207,-8226374.56,4964614.55
3196628,queens,11432,-8213877.25,4971090.43
1027628,bronx,10466,-8220596.35,4997058.23
339840,manhattan,10026,-8232674.00,4983536.29
3585853,queens,11433,-8213762.06,4967658.94
3198184,manhattan,10012,-8237544.32,4972090.21
4496556,brooklyn,11212,-8228151.22,4961591.50
240873,queens,11101,-8231525.99,4975193.27
4623315,staten island,10309,-8259966.33,4942875.79
3922958,manhattan,10065,-8233668.21,4977693.73
4095152,queens,11354,-8218510.95,4977587.62
3326964,queens,11385,-8223135.53,4967921.35
3798556,manhattan,10001,-8236179.02,4974845.75
3102462,queens,11103,-8228271.20,4978475.33
84966,bronx,10472,-8222191.71,4987599.36
4473026,manhattan,10021,-8232076.90,4978124.68
3548501,queens,11375,-8221056.38,4973428.39
4160869,brooklyn,11204,-8236034.87,4954969.12
3258096,brooklyn,11239,-8222652.31,4961126.70
3822319,staten island,10312,-8257728.25,4945683.29
1038540,brooklyn,11217,-8235733.85,4965571.10
4373508,bronx,10467,-8222773.37,4994596.67
4196431,queens,11102,-8229268.20,4978833.45
3653796,brooklyn,11211,-8229442.53,4970253.69
4048639,manhattan,10012,-8237021.16,4971193.67
3620920,manhattan,10030,-8231119.00,4985602.79
3580111,queens,11104,-8229461.45,4973500.67
4411373,queens,11385,-8224294.00,4968485.60
247400,queens,11354,-8217812.49,4979139.49
4592722,brooklyn,11214,-8237069.02,4954169.84
3321188,queens,11426,-8206479.13,4975494.89
4436882,brooklyn,11225,-8232292.30,4962885.78
4205203,brooklyn,11214,-8236432.94,4954466.32
3632751,brooklyn,11234,-8228550.86,4957831.27
3416140,brooklyn,11219,-8237070.69,4958739.39
3919332,queens,11365,-8215288.25,4973793.18
3457203,brooklyn,11237,-8229475.48,4969036.26
3548801,brooklyn,11223,-8234937.26,4952361.41
4393045,staten island,10314,-8252021.01,4955364.16
4618476,brooklyn,11213,-8230201.72,4964777.62
3332882,manhattan,10030,-8231375.00,4985137.35
4165326,queens,11368,-8222004.16,4976693.91
4294097,manhattan,10036,-8236971.06,4977256.20
4109837,queens,11385,-8223016.50,4968981.34
4570262,queens,11368,-8219833.43,4977576.89
4486156,brooklyn,11214,-8236989.99,4954774.97
4292236,manhattan,10001,-8236737.85,4974682.07
3899476,manhattan,10019,-8234832.61,4977745.76
1018771,queens,11375,-8219268.02,4970267.14
3758916,brooklyn,11235,-8229721.94,4951304.51
4425839,brooklyn,11215,-8237467.55,4964020.55
4595788,bronx,10467,-8222257.97,4991416.70
4537172,manhattan,10011,-8237110.66,4974172.08
4349223,bronx,10459,-8224793.82,4987545.08
4382555,queens,11378,-8226931.16,4970074.52
3781908,brooklyn,11220,-8238417.10,4960104.31
32827,manhattan,10016,-8235230.96,4975286.85
3157691,staten island,10305,-8246453.29,4950302.12
4232888,queens,11374,-8221797.10,4973137.06
3760414,bronx,10468,-8226381.24,4991610.99
3381161,manhattan,10011,-8237672.85,4974484.20
4250357,queens,11415,-8218315.03,4968816.58
3167784,brooklyn,11238,-8233339.44,4965323.74
352834,manhattan,10024,-8234651.58,4980705.89
64463,manhattan,10027,-8232627.11,4984002.89
3703217,manhattan,10023,-8235634.56,4979630.34
195296,brooklyn,11211,-8231211.26,4969924.84
3493993,bronx,10474,-8223983.86,4983736.33
3178166,manhattan,10011,-8237102.02,4974165.19
150726,brooklyn,11230,-8233026.98,4957257.89
3706346,bronx,10451,-8228973.87,4985650.45
4580169,queens,11413,-8210402.44,4964830.76
4235258,queens,11433,-8215613.30,4968285.90
81438,bronx,10473,-8222855.22,4985624.30
4319355,queens,11375,-8221056.83,4970943.24
3744518,brooklyn,11211,-8232420.77,4970244.00
3560465,staten island,10304,-8246156.03,4957705.42
3636808,manhattan,10075,-8232833.32,4979205.80
3576366,bronx,10453,-8226505.47,4991333.54
4107186,brooklyn,11220,-8239084.46,4958752.89
3638789,queens,11367,-8218774.22,4970691.36
3303859,brooklyn,11206,-8230431.47,4967749.43
4165071,queens,11365,-8216466.01,4975356.36
4498697,brooklyn,11206,-8230518.98,4967811.20
4266380,queens,11102,-8228432.86,4978588.86
3224959,brooklyn,11203,-8230966.39,4962763.48
3388074,queens,11421,-8220908.61,4966606.52
4370025,brooklyn,11225,-8232720.88,4962732.72
4454509,queens,11101,-8232587.30,4974264.50
3369842,manhattan,10001,-8236914.69,4975858.23
326844,queens,11377,-8226424.50,4975536.79
3729081,brooklyn,11210,-8230976.51,4958574.66
3464952,manhattan,10017,-8234853.21,4975551.06
4617776,bronx,10455,-8226089.58,4985286.54
3241050,bronx,10451,-8228652.09,4985419.03
3779156,queens,11368,-8220666.10,4973931.13
200190,brooklyn,11249,-8233402.20,4970531.11
150193,brooklyn,11226,-8233972.04,4960845.10
3520186,manhattan,10012,-8237033.40,4972131.68
4217318,queens,11106,-8229912.29,4976558.85
347542,manhattan,10002,-8235686.28,4970641.87
4567687,brooklyn,11207,-8225352.09,4962441.86
287375,staten island,10303,-8256702.22,4959009.78
3608277,bronx,10460,-8224320.72,4988969.50
3284695,brooklyn,11203,-8231598.24,4961000.57
314290,queens,11378,-8225179.23,4971262.57
4560658,manhattan,10013,-8238117.10,4971287.23
3267795,brooklyn,11207,-8226332.60,4963625.24
3889618,queens,11434,-8212540.44,4964055.77
5640,manhattan,10012,-8237321.84,4971466.89
3169017,queens,11101,-8232128.23,4974472.13
1019318,queens,11373,-8223819.57,4974869.58
181000,brooklyn,11216,-8231405.37,4965268.71
3307984,manhattan,10025,-8234288.51,4982112.19
4255445,queens,11385,-8221729.20,4968600.87
1030263,brooklyn,11207,-8225466.52,4962111.65
1038355,bronx,10469,-8220377.90,4993301.87
9260,manhattan,10013,-8237537.90,4971135.52
257532,queens,11373,-8224715.45,4974566.33
3658465,bronx,10473,-8222912.52,4986313.73
4552152,brooklyn,11237,-8228813.57,4968957.70
3234801,bronx,10458,-8224888.78,4991089.24
3972720,brooklyn,11237,-8228700.02,4967997.67
3830642,staten island,10314,-8252841.44,4952316.40
3970089,bronx,10453,-8228053.26,4990802.53
4252545,manhattan,10019,-8235730.96,4977500.17
3333517,manhattan,10021,-8232637.24,4978346.29
3672773,manhattan,10065,-8233976.57,4977985.63
4606303,queens,11354,-8218734.70,4976942.27
326255,brooklyn,11207,-8225580.62,4962310.38
3728610,queens,11367,-8217339.87,4974027.36
285346,staten island,10303,-8256142.26,4958777.72
4139321,bronx,10453,-8227596.85,4989985.01
4335278,bronx,10466,-8220888.18,4996026.24
4427847,manhattan,10024,-8235305.72,4980703.68
3851287,manhattan,10036,-8235789.96,4976811.92
3378185,bronx,10474,-8225005.68,4985019.32
3746815,brooklyn,11222,-8233015.32,4973333.04
3836381,bronx,10460,-8225166.08,4989333.25
3601418,brooklyn,11211,-8233096.03,4969520.13
3836817,brooklyn,11213,-8229360.82,4963567.04
1008118,queens,11377,-8227186.60,4975964.36
3188935,queens,11435,-8217986.12,4970134.42
3940403,queens,11693,-8217574.75,4954269.40
3462710,bronx,10462,-8221331.79,4987888.92
3558035,manhattan,10009,-8235397.00,4972017.69
3853366,bronx,10454,-8227063.63,4984140.77
3225275,staten island,10304,-8247347.91,4954669.06
3640308,queens,11367,-8217803.52,4972095.25
3300933,brooklyn,11234,-8229683.04,4958524.73
3157311,bronx,10466,-8221013.16,4996080.83
3616785,queens,11377,-8226086.69,4974897.18
3632140,manhattan,10018,-8236445.63,4975961.77
3245990,queens,11413,-8208649.29,4963091.87
3301594,brooklyn,11226,-8232777.79,4961593.67
3568629,bronx,10472,-8222213.44,4987300.42
3975391,manhattan,10037,-8230783.37,4984441.39
4451770,manhattan,10002,-8235985.88,4970216.53
300438,staten island,10314,-8250780.58,4954293.62
4525884,brooklyn,11225,-8232853.91,4963106.94
3942477,brooklyn,11207,-8225968.24,4963627.94
271834,queens,11434,-8213801.84,4966075.91
3458470,bronx,10452,-8229381.30,4989478.05
306296,brooklyn,11221,-8228223.97,4966420.53
282561,queens,11368,-8222336.30,4976432.67
4103192,brooklyn,11235,-8230195.60,4951289.11
227360,queens,11429,-8208435.51,4969651.27
4437328,brooklyn,11218,-8235534.37,4960229.75
4170381,brooklyn,11219,-8237466.43,4959613.57
4394935,queens,11355,-8219007.44,4975978.08
4314049,bronx,10454,-8228912.64,4983525.14
4293210,bronx,10468,-8226559.80,4992909.11
266674,queens,11375,-8220882.91,4972473.69
3501269,queens,11365,-8214475.62,4973974.47
4217635,manhattan,10036,-8236823.01,4976774.74
3813722,brooklyn,11210,-8231973.93,4959172.58
3953798,bronx,10456,-8226974.57,4987658.37
68422,manhattan,10032,-8231410.70,4988443.56
4411276,bronx,10457,-8225498.48,4990847.41
3764933,queens,11357,-8214792.88,4980541.08
3232583,queens,11427,-8210446.93,4972084.56
4488519,brooklyn,11232,-8238430.46,4961552.91
228775,queens,11414,-8220019.76,4962669.22
3569849,bronx,10465,-8218238.22,4986452.30
4181265,queens,11415,-8218081.26,4968664.30
3898623,brooklyn,11233,-8228733.98,4963711.01
4334159,bronx,10454,-8228342.69,4983339.99
