cid,zipcode,x,y
4350143,11423,-8210592.80,4970175.12
3724473,,-8230056.34,4989770.89
4420539,10457,-8225591.98,4990486.84
223341,11411,-8207443.81,4965851.92
3440001,11234,-8229216.55,4957682.39
3825565,10457,-8226778.65,4988670.95
2692,10280,-8239466.07,4969672.04
3872494,11412,-8210136.83,4967182.21
4596213,11422,-8207569.36,4963136.00
61461,10035,-8230855.64,4983630.04
3472427,11378,-8227586.83,4970804.89
2829603,,-8238928.56,4968411.77
4520679,,-8218831.55,4995808.75
4223007,11432,-8215573.23,4969369.61
52449,10024,-8235506.28,4980309.45
161981,11233,-8227422.70,4964577.60
3852869,11234,-8229669.06,4958336.59
155922,11232,-8239642.18,4961079.58
4518648,,-8232760.96,4967395.54
3205878,11220,-8239394.26,4958865.24
57844,10024,-8234759.83,4981631.68
3754355,,-8213770.97,4973943.91
4362007,11377,-8227107.04,4975226.31
3626712,11214,-8237984.63,4955031.73
4603800,11365,-8216578.00,4972939.18
4410711,,-8237765.88,4965973.09
3547544,10462,-8222152.77,4987830.66
3328174,11233,-8229892.68,4964756.35
3773001,10458,-8225490.68,4991497.21
325279,11212,-8227459.40,4962469.21
375248,10007,-8239094.79,4970608.11
2950156,,-8227417.96,4952882.23
316523,10451,-8229643.03,4986425.24
4302830,11434,-8212953.88,4967001.92
3395051,11356,-8219423.38,4980869.64
3942675,10454,-8229517.11,4983990.32
4559784,10473,-8222830.15,4986102.93
3719327,10036,-8236354.80,4977007.38
2848556,,-8231026.69,4980685.47
4557007,10471,-8226111.40,4998266.07
4056263,10013,-8237225.98,4971077.63
3206844,10305,-8245541.49,4953130.22
4613272,11238,-8233868.59,4965906.00
2816505,11377,-8226977.58,4977532.86
3637539,,-8231526.43,4975193.25
3843993,,-8223537.03,4988477.46
3873063,11420,-8217745.74,4964158.81
3233366,,-8223908.98,4978667.81
3469373,10301,-8246271.81,4959377.08
4344543,11211,-8233251.88,4970058.36
4169029,11219,-8238669.80,4958011.39
3554840,10452,-8228067.73,4989569.29
278487,11101,-8230173.92,4975932.03
4596404,11210,-8232301.21,4958436.77
3355506,11204,-8235711.77,4955380.55
3770610,,-8253437.44,4956465.50
3775748,10029,-8231897.12,4980900.55
4434949,,-8220948.85,4986945.13
3616353,11420,-8217855.28,4963218.48
162994,11212,-8227913.18,4963700.68
4249030,11213,-8229914.52,4964446.63
265194,11375,-8220596.53,4972248.21
4215629,,-8229676.30,4967487.15
3941183,11224,-8234390.68,4949970.27
4598310,10014,-8237782.58,4973111.79
322347,10035,-8231296.18,4983263.03
3210421,10128,-8231750.14,4980568.57
3820015,10033,-8230459.99,4990115.84
3373016,11379,-8225844.57,4970018.96
3323707,10017,-8234976.12,4975748.20
4202008,11217,-8234876.03,4965383.41
46328,10065,-8233256.24,4977224.27
1010747,11223,-8235709.79,4953262.02
4388477,,-8214890.84,4969623.66
4312439,11222,-8232935.73,4972684.16
4178113,11234,-8229556.07,4954915.45
4342078,,-8226710.08,4994735.36
3718339,11236,-8225502.93,4957801.64
3585724,11226,-8233430.66,4960062.94
4329026,10305,-8247281.03,4952661.93
298604,10314,-8253073.58,4951916.44
4527769,11222,-8232513.38,4973055.68
3755948,11420,-8218568.84,4964911.34
204812,11416,-8220601.16,4966125.26
3348226,10023,-8235755.51,4980204.19
78530,10455,-8226316.55,4984812.23
3524210,11372,-8225943.20,4975641.72
3493849,10016,-8234853.21,4974960.36
300492,10306,-8249674.54,4949434.57
3625718,11375,-8220340.38,4971203.21
3771801,,-8233029.80,4957613.01
3474245,10455,-8226847.67,4984293.14
95220,10470,-8220712.38,4998182.19
3454199,11369,-8223791.95,4978535.94
3159217,11203,-8229754.36,4962087.90
4375032,10304,-8247172.38,4957620.35
4094492,,-8221267.78,4968918.05
3552191,11385,-8228375.64,4969866.42
2873181,,-8230379.97,4988190.39
132249,11232,-8237602.21,4960125.76
3652257,10024,-8235057.48,4981557.33
4265087,,-8232233.30,4978486.41
3402680,11434,-8212350.82,4963904.26
3135337,10031,-8231965.89,4986315.43
3476600,10004,-8239039.38,4968409.25
3834515,,-8229447.42,4989493.80
4075453,,-8236794.06,4969607.07
3822838,11204,-8236550.27,4956324.71
3720335,,-8215633.34,4968593.67
3238364,,-8219582.63,4971929.66
118294,11229,-8232900.61,4954858.36
3445455,11435,-8216445.97,4969041.25
167777,11208,-8223715.79,4961974.79
1010173,11214,-8236820.50,4953972.46
3207503,10016,-8235919.72,4974464.69
4052237,11249,-8233955.42,4970000.35
4554540,10462,-8221060.17,4987582.01
3325836,11368,-8221594.04,4975767.98
3816028,11422,-8208410.27,4963432.75
3564200,11367,-8216385.19,4971115.82
3916619,11212,-8226911.12,4964090.26
3380964,11001,-8205415.27,4972190.76
3532982,10451,-8229034.65,4986836.26
56481,10029,-8231814.23,4982321.31
4596583,,-8219895.32,4964567.58
12623,10002,-8236239.20,4970879.82
167219,11208,-8222854.79,4965687.35
36752,10017,-8234743.49,4975748.12
47318,10075,-8233190.96,4979404.82
4536528,11210,-8232019.13,4955701.88
4430834,10035,-8230621.96,4983627.79
3723917,11377,-8226402.39,4974955.66
4047743,,-8221096.23,4971506.82
3880907,,-8232223.73,4966596.42
3822860,11216,-8232604.00,4966351.69
13815,10002,-8236255.63,4971104.38
249476,11360,-8212766.66,4980304.06
69771,10032,-8231295.03,4987529.61
13850,10002,-8235889.92,4970425.45
3472325,11238,-8232781.00,4965893.52
167426,11208,-8224499.87,4963984.69
327600,10016,-8235280.80,4975196.12
1029656,10466,-8220890.44,4996972.24
3808190,11212,-8227699.26,4961466.33
4341511,11207,-8226691.82,4964599.57
4051190,,-8225634.95,4970980.25
4105160,10128,-8231850.92,4979769.99
4067363,11434,-8211670.37,4967054.04
3635707,10463,-8227802.34,4995215.80
3895954,11234,-8230163.88,4955633.10
3750209,10036,-8236259.73,4977048.53
105466,10461,-8221540.01,4991041.44
3962211,,-8229665.16,4973555.76
3856753,11236,-8226971.23,4959177.13
3901471,11207,-8226284.39,4961957.90
4302093,,-8229822.79,4976503.30
118655,11223,-8235138.23,4953007.57
71912,10034,-8229833.59,4992591.66
4153679,,-8226287.73,4989374.31
3798195,10454,-8229163.78,4984772.33
3194405,10028,-8232268.35,4979012.99
3517462,10037,-8230544.59,4985891.84
3546890,,-8228425.06,4991113.07
4245167,11413,-8210973.51,4965751.28
41276,10036,-8237484.39,4977635.12
267879,11375,-8221130.28,4972021.74
167440,11208,-8223997.69,4965257.90
4329510,11106,-8230498.95,4978273.87
91322,10465,-8218241.77,4987645.98
117873,11223,-8234636.22,4954811.97
3247347,11357,-8216661.14,4981323.33
38126,10036,-8236982.09,4977234.52
102769,10469,-8220325.65,4992123.63
4083266,10452,-8229174.80,4989365.92
102013,10460,-8224317.28,4988789.40
355811,11214,-8237418.24,4953042.49
167635,11208,-8223344.73,4965503.13
3639268,11213,-8231058.88,4964083.81
3604835,,-8230344.21,4984979.13
3298724,10013,-8238387.67,4971193.14
3525799,,-8236463.45,4977426.24
3594895,11236,-8226817.61,4960199.53
4415880,,-8207365.64,4975521.67
4440940,10002,-8236420.03,4970951.61
93491,10453,-8227265.33,4990027.69
3945620,,-8254276.79,4956877.61
4405885,10029,-8231938.31,4981897.87
3034385,,-8213087.38,4974468.27
3565782,11435,-8218015.02,4970229.46
50216,10021,-8232901.51,4977868.34
4092785,11377,-8226252.11,4973936.27
3216558,10019,-8234638.45,4977634.66
166694,11207,-8224374.33,4961872.19
207099,11421,-8221006.93,4966380.63
3798360,10459,-8225829.09,4985972.01
3121447,,-8258379.48,4954066.43
4483146,11377,-8225869.17,4974061.74
3729394,,-8229969.07,4987021.48
321507,10019,-8235637.42,4977808.38
4316284,,-8218290.54,4967115.70
4473996,,-8231587.65,4971065.30
3858669,11368,-8222109.46,4976688.91
3962744,11230,-8234405.59,4957415.59
289780,10305,-8244815.90,4955250.50
3541039,10032,-8231304.90,4988798.23
3640179,,-8223606.04,4988051.79
4509403,11201,-8235231.14,4967921.76
72779,10454,-8229164.05,4984034.81
95354,10469,-8219548.48,4993659.97
3679415,11360,-8212692.28,4979743.53
3911426,11226,-8233183.53,4961250.64
3097763,,-8215558.62,4963253.33
3797698,11105,-8227092.57,4979793.52
4252339,,-8220820.83,4969350.96
3313285,11433,-8213607.39,4968269.66
4617682,,-8227609.54,4992053.58
238551,11423,-8213205.98,4972267.51
276852,11101,-8230377.81,4975680.10
3689763,10040,-8229474.81,4992379.62
4308305,11224,-8237345.10,4949757.18
197449,11206,-8231106.22,4969078.70
285035,10302,-8253125.00,4959343.09
15001,10009,-8236005.25,4972244.49
3220850,11101,-8230863.03,4975863.96
4095847,10029,-8231590.99,4981453.08
3925304,,-8259189.32,4952056.93
1014807,10309,-8260606.96,4943164.56
3313662,11234,-8229445.30,4956983.80
3922744,,-8219973.69,4994980.21
3286302,10027,-8231417.74,4984311.82
3825369,,-8228275.90,4978513.31
3635129,,-8235480.05,4963509.36
3957160,11429,-8209922.65,4969192.50
3603424,11235,-8233912.00,4950673.50
4033708,,-8255887.58,4946990.71
4103821,11361,-8213278.93,4976137.38
3894848,10075,-8232180.98,4978580.04
4275309,,-8230069.25,4975826.73
3778898,10001,-8237902.81,4975566.63
4180150,,-8236046.44,4950684.20
1013091,11209,-8241154.24,4958897.78
3353431,11230,-8234405.23,4957415.86
229023,11414,-8219955.48,4962935.76
3107659,,-8222372.56,4977884.89
3553076,10475,-8218860.49,4992870.54
4493217,,-8252319.79,4959381.49
3973112,,-8224534.45,4986289.01
3004057,,-8224034.60,4967155.11
3509041,10461,-8219361.43,4989310.30
3200191,10036,-8237190.67,4976856.15
3903493,10011,-8238290.20,4974487.24
3510648,11225,-8232184.32,4963043.10
4577689,11418,-8217194.60,4968397.50
259688,11358,-8214519.95,4975920.29
4547755,,-8233711.63,4981659.96
353351,11213,-8229647.41,4963850.91
3877646,11235,-8234036.68,4950640.52
3793390,10466,-8220468.62,4996246.98
3589430,,-8218621.16,4977841.59
41923,10017,-8235206.13,4976606.98
115083,11223,-8235824.16,4952590.44
4029014,10463,-8227533.40,4995467.58
3141592,10017,-8235408.72,4976239.17
3315137,11207,-8226160.08,4964629.77
3158449,11213,-8229348.17,4963704.83
4255382,11372,-8225593.10,4975067.62
3223913,11365,-8214657.50,4972605.71
166778,11208,-8222856.98,4962386.77
3163978,11211,-8232428.55,4970257.32
3937837,,-8217283.10,4968784.13
3344245,,-8228068.09,4978432.38
4224680,,-8212131.23,4968337.74
3400351,10003,-8236620.21,4971756.73
3981145,11236,-8227709.73,4959714.80
4006037,10458,-8225812.40,4991999.42
3470066,11377,-8226224.28,4973724.27
358765,11419,-8219256.02,4967036.32
3912170,10029,-8231026.60,4981884.34
3969565,10461,-8219390.37,4989863.60
4068300,11101,-8230340.87,4974953.45
137717,11203,-8231214.76,4961531.54
4219298,11379,-8223352.24,4970143.10
4290521,11417,-8220185.20,4964102.89
297584,10314,-8255539.84,4951327.20
4534716,11236,-8225386.04,4957790.49
3929567,11104,-8228902.18,4974578.33
4252932,,-8226573.82,4964841.32
4193281,10451,-8228792.42,4985355.67
3159382,,-8215653.41,4964713.11
3250493,11211,-8230203.97,4970218.38
3188006,10019,-8236462.50,4977426.09
85398,10457,-8227563.80,4989326.43
3654766,,-8235775.49,4955296.70
324356,11378,-8227181.53,4972070.86
2849766,,-8231391.78,4979988.24
4374830,,-8219451.16,4993387.24
3469254,11357,-8216380.30,4979863.35
4259221,11433,-8214944.27,4968675.46
3138375,10033,-8230402.82,4990218.35
3738421,11237,-8228948.27,4969571.23
3657659,10065,-8233521.27,4977371.27
4095950,,-8225377.58,4962161.87
4156486,,-8230510.08,4964799.93
3403066,11213,-8230849.75,4964332.03
88790,10475,-8218910.96,4993004.61
4384884,10027,-8232642.96,4984651.13
4321927,,-8220073.88,4966519.64
3702958,11354,-8219164.95,4976612.05
171353,11201,-8237393.84,4966898.97
106296,10461,-8220377.63,4989568.74
84134,10473,-8221865.27,4985479.01
3901490,,-8231962.80,4978310.32
275888,11106,-8230471.14,4977173.41
4376776,11419,-8217945.45,4965839.94
3436588,10001,-8236969.95,4975760.01
220326,11434,-8212012.43,4961950.96
4218869,,-8231962.80,4978310.32
4269314,,-8228811.34,4989503.36
4276110,,-8226207.58,4956189.78
3526046,11365,-8215343.91,4973765.26
3587953,,-8231392.84,4979988.30
2809497,11207,-8228046.20,4965960.20
2992239,,-8231502.97,4971109.01
4385575,,-8214199.55,4963324.14
4429431,,-8231297.11,4983262.78
3455167,11434,-8213772.75,4964120.79
167011,11208,-8223066.39,4964023.75
4114153,10457,-8226907.78,4989933.95
4256406,11373,-8223137.95,4973405.47
4183056,10025,-8234072.30,4981488.96
3434431,10021,-8230536.80,4984668.78
4223182,11223,-8235555.08,4953642.45
3344857,11413,-8210398.32,4963258.86
3749546,10034,-8228633.79,4992374.47
3766169,10001,-8236447.30,4974875.14
3704385,,-8239081.68,4960729.03
6458,10013,-8238010.15,4970617.48
166972,11208,-8223963.07,4964471.01
166878,11208,-8224467.02,4965735.60
4189900,10013,-8237852.71,4971537.37
4095071,,-8229644.01,4986425.09
4465013,,-8233654.85,4981763.18
3586996,10036,-8236336.10,4977233.71
4035594,,-8223334.42,4986522.18
3699702,10002,-8236609.27,4970874.95
3888607,,-8231750.73,4980568.57
3859701,,-8234847.09,4973624.52
3618043,,-8219920.26,4993501.04
3334271,11235,-8233334.70,4950552.58
4320467,,-8230522.32,4990965.30
280725,11372,-8224948.11,4976070.19
4398316,11368,-8222659.83,4975474.64
4272518,,-8218163.63,4966422.75
3194969,10035,-8230961.12,4983438.39
3182247,11370,-8225570.15,4978290.04
3312003,11416,-8222018.39,4965909.66
4242534,11373,-8224909.60,4973823.15
4128575,,-8234543.18,4976958.59
166751,11208,-8223627.80,4965711.46
3851471,,-8231485.24,4981646.73
4102487,,-8230862.96,4966472.66
4039423,10035,-8230675.94,4983529.70
3500094,10462,-8222170.58,4987974.99
3091161,,-8220323.71,4973224.55
3710576,10007,-8239078.34,4970715.74
3733622,10304,-8247599.85,4954647.11
3385339,11361,-8212730.55,4977590.26
3970062,11433,-8213777.65,4967872.28
4530581,11235,-8233335.37,4950552.28
3312797,11412,-8211634.57,4968568.48
3391940,11418,-8219086.68,4968060.82
3313537,10016,-8234349.62,4974914.75
318944,11361,-8211328.41,4977171.47
3464866,10301,-8247864.79,4958733.82
3832071,11220,-8240726.98,4959370.19
288437,10310,-8252259.69,4957380.43
4467414,10468,-8225962.90,4992774.35
3609596,11204,-8237078.37,4955638.38
4231886,10465,-8218097.40,4988158.47
3090306,,-8218552.73,4971680.49
4330224,10003,-8237188.80,4973015.86
3321765,11421,-8221992.56,4967262.75
4300805,11218,-8234659.62,4958303.00
166582,11208,-8223517.36,4964362.81
3888401,,-8217856.39,4963048.24
4506512,,-8231289.32,4986306.96
302225,10309,-8263271.28,4942920.32
3367164,11230,-8233714.91,4956800.47
38419,10022,-8234900.99,4977158.73
909,10013,-8238996.89,4971175.73
184917,11206,-8230626.85,4968472.59
4162261,10002,-8236068.26,4971438.96
3937037,,-8229246.60,4983885.90
3579616,11201,-8237397.42,4966898.41
3400835,11370,-8225255.45,4978316.27
3271512,10002,-8236873.25,4971543.07
3971756,10010,-8236583.23,4974479.89
2950535,,-8227209.33,4953284.04
4314634,11105,-8226617.24,4978865.94
4537983,11427,-8210559.85,4972043.69
197605,11206,-8231384.82,4969792.74
3547729,10018,-8236582.56,4976039.80
4028949,10475,-8218848.25,4992829.91
3450639,11201,-8236792.95,4966678.19
127958,11234,-8230523.10,4954914.86
4400329,,-8220426.20,4973857.67
361348,10022,-8233884.12,4976713.06
3799543,,-8206772.31,4977657.73
3335007,11379,-8224196.72,4969957.97
63141,10027,-8233623.53,4984063.10
3976703,10016,-8235820.02,4975495.95
3266816,10002,-8237039.59,4970202.26
3380011,10026,-8232933.17,4983067.39
4563263,,-8229066.93,4991553.14
192888,11238,-8233638.59,4965940.75
4204610,11365,-8215793.64,4973586.90
4350202,,-8226813.72,4989435.97
3339910,10033,-8230270.39,4989765.46
3571780,11434,-8212125.67,4963341.76
210969,11433,-8214781.86,4968373.67
4132781,10461,-8221278.80,4989217.15
3710715,,-8226497.01,4973837.54
3749232,10016,-8235490.51,4974818.27
4523320,,-8231519.75,4984128.27
321320,11366,-8216029.15,4971326.34
3720140,11374,-8223350.01,4972467.19
4241901,11204,-8235257.86,4955440.41
4580518,11434,-8211756.08,4961887.46
1006656,11368,-8222056.93,4975993.79
3150655,11238,-8234528.33,4965010.35
3854345,11207,-8226160.83,4964629.66
3985234,,-8211570.18,4974629.76
3979682,11206,-8231904.47,4968186.50
4494552,10023,-8235645.25,4979768.23
3629566,10462,-8221826.05,4987933.35
3907079,10025,-8234953.40,4982229.30
3832361,10466,-8218633.40,4995457.72
3650003,,-8252644.85,4958802.62
166494,11208,-8224098.48,4964061.50
200584,11222,-8231872.70,4971810.30
4369696,10466,-8220230.84,4997260.45
3197189,,-8213409.92,4981325.58
3299728,11422,-8207546.73,4964100.05
71059,10033,-8230005.16,4989863.41
4544345,,-8228204.65,4970168.51
4171836,,-8232615.13,4959098.36
3932318,,-8224252.25,4988359.75
3307132,10310,-8251188.12,4958225.84
4318732,,-8227086.34,4993939.60
3974319,,-8232949.09,4985115.18
4240937,10472,-8223736.73,4988292.65
4105641,,-8234577.69,4967631.92
4224644,10002,-8236643.78,4971664.86
360162,10027,-8232206.29,4984382.53
3467938,,-8256184.25,4957532.49
3640409,11234,-8228784.63,4959329.85
4611405,,-8231873.74,4971809.99
3806900,,-8236175.13,4968185.32
3654168,,-8236983.31,4977233.71
3598399,11235,-8233440.01,4950115.08
3509931,11220,-8238185.56,4959385.30
4122825,11207,-8226230.29,4964985.61
4352299,11103,-8227849.54,4978116.30
3481644,,-8218267.16,4977644.79
4189264,11417,-8220187.42,4964459.55
4078292,10001,-8237329.51,4976086.24
3652167,11102,-8229735.30,4979320.90
4333179,11204,-8236542.48,4956729.04
3501191,11201,-8236904.27,4968263.14
4013203,10312,-8255471.69,4945538.26
4607944,10463,-8227871.14,4995375.70
4430867,11201,-8236608.16,4966598.04
4598941,10451,-8227826.17,4986126.91
4531191,11377,-8226262.13,4975619.38
3152909,,-8217667.91,4969623.72
3387534,11413,-8210449.25,4963126.89
4105619,,-8235409.25,4976238.78
3234962,11217,-8235197.93,4965968.65
3785930,,-8235319.08,4954262.95
4361653,11205,-8232703.63,4968066.54
4563217,,-8218328.39,4990480.22
3180554,11201,-8236179.78,4968077.22
4165190,,-8250783.58,4948378.02
3736313,11429,-8207940.61,4970424.93
32950,10016,-8234752.91,4975139.12
4611570,,-8225091.05,4985977.89
139796,11226,-8232444.72,4959481.29
4114658,11205,-8233126.64,4966789.77
3955108,11357,-8216709.80,4979607.85
20645,10011,-8237473.99,4974844.74
3454136,,-8227080.33,4978196.41
3319379,10037,-8230902.78,4985243.22
4465024,10466,-8221723.63,4996615.42
166128,11208,-8224402.45,4965106.56
4175857,,-8207248.76,4967895.33
302021,10309,-8260750.83,4943040.00
3310054,,-8237724.85,4964596.61
3247729,11220,-8239981.35,4958427.86
3363275,,-8222234.51,4973298.69
4339963,,-8229985.76,4987007.65
3194003,11218,-8234435.40,4959559.45
4251922,11357,-8218317.26,4980923.34
3727324,,-8226055.07,4973825.20
4498103,10036,-8236355.47,4977123.48
4349055,,-8228452.89,4987464.75
3807458,,-8214395.47,4968528.63
3534523,10464,-8214157.25,4989626.68
3680619,,-8233824.73,4976198.37
4238331,11106,-8230235.12,4978301.94
94563,10457,-8226875.41,4990049.48
4406785,10028,-8232166.07,4979200.36
4545644,,-8235071.51,4979944.94
4248252,11235,-8233620.35,4951601.78
3840498,,-8234538.17,4958119.49
3615305,10011,-8238449.39,4974576.87
3943601,11365,-8216423.71,4972648.90
4557019,,-8232273.38,4966918.97
3887063,11357,-8216916.86,4980552.25
2815687,11235,-8232459.21,4951053.02
4042298,10123,-8236573.09,4975731.50
359470,10304,-8246491.84,4956157.99
311825,11207,-8227316.01,4966413.97
3859208,,-8250542.02,4954583.77
4053541,,-8224929.19,4962416.62
4233878,11354,-8217204.06,4977470.33
3218019,,-8218579.75,4964913.97
4312822,,-8236667.16,4977057.79
9938,10014,-8238342.83,4973147.79
4605463,11413,-8210384.07,4964586.07
4442188,10035,-8230248.48,4983290.72
3842175,10002,-8235706.47,4970357.23
3159222,11203,-8230259.06,4961609.40
3163823,11203,-8228994.12,4960655.89
3737568,10314,-8251068.01,4953784.96
3839031,11212,-8227064.74,4963480.30
182139,11216,-8232142.20,4966058.07
21142,10001,-8237547.10,4976209.97
65218,10031,-8231965.89,4986315.43
3597380,10458,-8224954.57,4991326.77
197469,11206,-8230652.50,4969674.14
3943589,,-8217090.51,4968804.24
4070658,,-8222159.56,4961518.13
341497,11234,-8228815.74,4954722.29
52224,10021,-8232744.24,4978152.69
3821645,11368,-8222143.31,4975556.05
3658321,,-8221022.32,4973743.37
4327623,,-8224984.18,4961256.80
4046836,11354,-8218510.95,4977587.62
3152356,11385,-8224795.40,4968748.36
3591765,11417,-8220336.15,4965300.47
4422709,10455,-8227028.01,4984619.80
4742,10007,-8239173.43,4970202.57
4262226,11361,-8211897.46,4977695.79
4582726,10307,-8264779.78,4940724.47
3763508,11373,-8223263.63,4973990.63
3448944,10459,-8225489.57,4985872.71
4257640,10304,-8250224.76,4953539.53
4568336,11365,-8215306.62,4973250.77
3746566,,-8210896.14,4978090.58
59703,10035,-8230241.54,4982679.44
3726296,,-8225739.37,4961952.03
3990101,,-8211570.18,4972075.57
3848541,10014,-8238156.61,4972168.11
95314,10466,-8220930.89,4995922.25
4612934,,-8226916.69,4990592.51
3126488,11205,-8233221.99,4966774.66
4498591,10128,-8232115.31,4979917.74
3336834,11236,-8225363.16,4958476.75
288319,10314,-8252955.59,4956691.78
4591050,10459,-8225843.57,4987628.50
3448372,10075,-8233712.74,4979310.17
308532,11211,-8231952.96,4969831.77
4391547,10002,-8235762.13,4970714.85
3306325,11418,-8217761.16,4968998.89
3923225,10024,-8234229.82,4980723.97
4106858,10467,-8222539.60,4993207.35
4276941,11101,-8230185.47,4974473.57
3981432,11422,-8208147.11,4963042.37
3547186,10301,-8246494.44,4959072.98
4573093,11215,-8235232.81,4962731.25
4193246,11230,-8233104.49,4957027.80
4558626,,-8258652.31,4955010.76
3970591,10305,-8245323.36,4954164.27
352504,11205,-8232239.37,4966703.65
17386,10018,-8237557.94,4976936.44
3713708,,-8231434.03,4980523.44
163034,11212,-8228189.79,4962326.56
4545187,10023,-8236023.73,4979721.78
3641721,10452,-8228067.73,4989569.29
3566491,,-8218323.93,4980205.88
3649724,,-8218859.38,4970312.44
3790182,,-8217416.68,4974555.41
3464524,11207,-8225459.96,4963796.72
3946466,,-8215822.59,4965113.02
158618,11232,-8237536.42,4960207.10
4192585,11375,-8220947.73,4971885.05
185539,11221,-8228583.09,4966989.06
8144,10002,-8236955.22,4970856.51
3969102,11354,-8218107.97,4979281.21
3971588,,-8236281.99,4968365.20
3153833,11219,-8238271.92,4957252.52
325592,10065,-8234077.39,4977801.48
3649842,10463,-8227043.59,4994498.76
3915038,,-8238523.97,4971672.21
3570102,,-8252260.79,4954737.58
3503229,11237,-8226994.61,4966846.15
4029769,11220,-8239237.53,4960088.61
4106271,,-8221206.66,4976037.01
3808256,10312,-8256367.37,4946694.46
3594599,11234,-8228466.25,4955433.96
3606269,,-8238523.97,4971672.21
3834890,10128,-8232467.52,4980716.62
1024489,11205,-8232505.35,4967766.06
326642,11235,-8233876.12,4951548.14
4397549,11374,-8221629.57,4973427.94
202658,11691,-8211354.64,4952916.79
4602601,,-8233000.30,4965230.75
4284229,11201,-8237371.81,4966430.09
3518369,,-8231962.80,4978310.32
3451300,,-8217372.15,4967054.04
3717479,11416,-8221923.45,4965348.18
2929614,,-8223359.96,4990779.70
4425677,11434,-8211720.02,4963302.86
3226351,11355,-8216833.17,4976424.87
3691077,11385,-8227449.91,4968668.71
3850323,11364,-8210862.19,4975915.48
4313110,10472,-8224613.49,4987048.85
3404728,11234,-8228703.83,4955221.26
3682201,,-8214253.43,4974075.85
4084015,11355,-8216626.31,4976832.49
4115589,,-8227495.55,4968439.05
3143544,10017,-8235179.30,4976231.05
4288048,10474,-8225909.24,4984998.25
3107552,,-8222372.56,4977884.89
4181950,,-8239530.30,4958156.90
3696740,11366,-8215533.15,4971690.13
2815447,11101,-8229867.03,4975832.16
3610051,,-8229228.79,4975889.47
4496863,10065,-8233215.81,4977923.02
4416566,10459,-8225489.57,4985872.71
3468768,10472,-8223420.14,4986992.94
3439564,,-8253468.17,4959256.79
4290963,11210,-8231678.93,4957094.97
3436008,10312,-8255837.49,4945278.38
3490507,11101,-8228497.87,4976262.88
3852249,,-8221240.50,4973635.09
2988802,,-8232994.49,4969123.97
4353115,10033,-8230056.34,4989770.89
3199770,10001,-8237230.88,4976034.12
3144165,11249,-8232973.32,4971383.54
3710348,,-8229687.43,4987948.51
4590850,11369,-8224316.82,4978390.43
217422,11385,-8227118.79,4968411.39
22686,10016,-8236177.97,4974845.82
2944234,,-8232584.47,4951322.29
4203049,11368,-8222419.38,4976290.21
3992552,11412,-8211682.61,4968780.16
4139524,11249,-8233832.97,4969260.94
4232150,,-8234595.50,4974351.48
3003711,,-8227831.48,4972597.75
4331301,,-8217442.28,4986107.34
15745,10009,-8235405.64,4972137.52
4104577,11234,-8229793.18,4957190.01
4500684,10306,-8250546.47,4948293.62
3609289,11231,-8237540.35,4965962.37
4274497,10016,-8234834.84,4975301.99
174382,11238,-8233722.74,4965307.39
3799379,11228,-8239367.77,4954522.77
4485486,11422,-8208180.95,4963091.82
3538444,11237,-8227356.40,4967239.32
2817068,10306,-8250178.17,4948774.66
4090904,11103,-8227089.79,4977726.07
3928534,10011,-8237475.34,4974844.72
3976635,,-8238038.62,4972924.05
327156,10458,-8224898.08,4993212.69
4292248,11236,-8228652.16,4960507.34
165897,11208,-8223025.00,4965937.83
4125075,,-8235654.15,4966903.85
2976366,,-8237466.89,4964020.85
4012223,10002,-8235921.32,4970599.27
123900,11204,-8236836.41,4955474.89
3710858,10024,-8234966.20,4981262.97
3785175,10021,-8233008.09,4978299.74
3547528,,-8227937.49,4991987.64
129117,11234,-8229502.40,4956298.29
36265,10016,-8234803.15,4975048.78
3427473,,-8227080.33,4978196.41
165928,11208,-8223104.98,4965325.50
4093321,11231,-8237500.94,4964740.04
3989046,10466,-8220397.26,4998097.72
346479,10014,-8238418.71,4972523.61
301932,10309,-8261809.37,4945868.70
1035623,11224,-8235759.63,4950464.84
4379713,,-8223352.24,4970143.10
1012244,11236,-8226160.78,4958219.65
4414081,,-8214782.86,4968373.56
3776580,11207,-8224979.73,4963469.14
3406401,10003,-8236142.85,4972622.02
470852,10128,-8231697.00,4980047.20
3381089,,-8221223.85,4976677.65
157930,11232,-8237810.42,4961896.15
4408463,10022,-8233834.08,4976805.01
3080417,,-8209308.97,4976256.60
3253965,11360,-8212766.66,4980304.06
200386,11222,-8232300.17,4972975.77
332123,11233,-8229033.86,4965649.25
3556153,11235,-8232897.33,4950955.36
4477127,,-8222030.87,4994195.47
3401690,11218,-8234708.18,4959520.07
9772,10014,-8237829.89,4972683.30
50075,10022,-8233669.79,4977094.16
166139,11208,-8223690.22,4964715.58
3303465,11422,-8208262.40,4964451.52
318836,11206,-8232713.35,4968477.50
4157896,11364,-8211861.84,4973712.52
3791084,10463,-8226686.25,4994517.46
244436,11377,-8228346.35,4974495.07
3534816,11432,-8213549.44,4970058.07
1036552,10312,-8255603.82,4943170.28
3169656,10012,-8236819.01,4971736.59
1010417,11414,-8219240.75,4962562.25
3151300,11420,-8216274.21,4965591.30
165611,11208,-8223593.36,4963689.75
4382978,11234,-8228744.55,4954640.22
3958514,,-8210702.56,4965477.36
